Difficulty,Title,Frequency,Link,Topics
EASY,Single Number,70.4,https://leetcode.com/problems/single-number,"Array, Bit Manipulation"
EASY,Reverse Bits,70.4,https://leetcode.com/problems/reverse-bits,"Divide and Conquer, Bit Manipulation"
MEDIUM,House Robber,70.4,https://leetcode.com/problems/house-robber,"Array, Dynamic Programming"
HARD,Contains Duplicate III,70.4,https://leetcode.com/problems/contains-duplicate-iii,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set"
MEDIUM,Maximal Square,70.4,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
MEDIUM,Design Tic-Tac-Toe,59.5,https://leetcode.com/problems/design-tic-tac-toe,"Array, Hash Table, Design, Matrix, Simulation"
MEDIUM,Subarray Product Less Than K,55.6,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
MEDIUM,Shortest Uncommon Substring in an Array,55.6,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array,"Array, Hash Table, String, Trie"
HARD,Design Excel Sum Formula,50.8,https://leetcode.com/problems/design-excel-sum-formula,"Array, Hash Table, String, Graph, Design, Topological Sort, Matrix"
HARD,All O`one Data Structure,44.8,https://leetcode.com/problems/all-oone-data-structure,"Hash Table, Linked List, Design, Doubly-Linked List"
MEDIUM,Merge Intervals,36.3,https://leetcode.com/problems/merge-intervals,"Array, Sorting"
MEDIUM,Time Based Key-Value Store,36.3,https://leetcode.com/problems/time-based-key-value-store,"Hash Table, String, Binary Search, Design"
MEDIUM,Shortest Path in Binary Matrix,36.3,https://leetcode.com/problems/shortest-path-in-binary-matrix,"Array, Breadth-First Search, Matrix"
HARD,Making A Large Island,36.3,https://leetcode.com/problems/making-a-large-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
MEDIUM,Flatten Nested List Iterator,36.3,https://leetcode.com/problems/flatten-nested-list-iterator,"Stack, Tree, Depth-First Search, Design, Queue, Iterator"
MEDIUM,Fraction to Recurring Decimal,36.3,https://leetcode.com/problems/fraction-to-recurring-decimal,"Hash Table, Math, String"
EASY,Can Place Flowers,36.3,https://leetcode.com/problems/can-place-flowers,"Array, Greedy"
MEDIUM,Coin Change,36.3,https://leetcode.com/problems/coin-change,"Array, Dynamic Programming, Breadth-First Search"
